Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected
2019,02,08,12,Fair,67.0,0.0,67.0,70.0,9.0,10.0,No
2019,06,11,12,Fair,61.0,0.0,61.0,67.0,7.0,10.0,No
2018,14,12,08,Overcast,,,55.9,72.0,11.5,10.0,No
2019,24,03,18,Overcast,,,61.0,36.0,8.1,10.0,No
2017,17,12,12,Partly Cloudy,,,64.0,22.0,9.2,10.0,No
2020,29,01,12,Mostly Cloudy,59.0,0.0,59.0,67.0,13.0,8.0,No
2020,12,01,10,Cloudy,54.0,0.0,54.0,59.0,7.0,10.0,No
2019,01,09,23,Fair,66.0,0.0,66.0,73.0,7.0,10.0,No
2019,30,06,11,Fair,66.0,0.0,66.0,63.0,10.0,10.0,No
2016,28,11,04,Mostly Cloudy,,,51.1,86.0,6.9,9.0,No
2016,24,12,20,Clear,42.5,,46.0,73.0,6.9,10.0,No
2019,22,02,22,Clear,,,48.9,66.0,3.5,10.0,No
2016,07,04,17,Mostly Cloudy,,,63.0,70.0,16.1,10.0,No
2016,05,12,13,Overcast,,,54.0,77.0,6.9,10.0,No
2019,02,11,09,Fair,56.0,0.0,56.0,67.0,0.0,10.0,No
2018,08,06,10,Partly Cloudy,,,64.0,60.0,16.1,10.0,No
2020,29,02,16,Mostly Cloudy / Windy,53.0,0.0,53.0,61.0,36.0,10.0,No
2016,03,06,00,Clear,,,57.9,84.0,4.6,10.0,No
2020,25,04,03,Fair,57.0,0.0,57.0,83.0,0.0,10.0,No
2018,18,07,09,Mostly Cloudy,,,61.0,83.0,5.8,10.0,No
2019,19,08,15,Fair,71.0,0.0,71.0,61.0,15.0,10.0,No
2019,10,01,18,Shallow Fog,,,52.0,89.0,,8.0,No
2019,02,09,05,Fair,62.0,0.0,62.0,84.0,14.0,10.0,No
2017,26,09,14,Partly Cloudy,,,90.0,14.0,12.7,10.0,No
2017,14,12,14,Scattered Clouds,,,62.1,58.0,,10.0,No
2018,24,06,01,Clear,,,64.9,65.0,6.9,10.0,No
2016,31,08,11,Scattered Clouds,,,64.9,73.0,9.2,10.0,No
2019,24,10,03,Fair,70.0,0.0,70.0,26.0,10.0,10.0,No
2017,24,09,21,Clear,,,64.9,50.0,13.8,10.0,No
2018,06,02,18,Clear,,,64.0,38.0,5.8,10.0,No
2019,22,05,08,Fair,58.0,0.0,58.0,70.0,7.0,10.0,No
2019,03,05,22,Fair,52.0,0.0,52.0,80.0,7.0,10.0,No
2017,25,09,08,Partly Cloudy,,,64.0,63.0,3.5,10.0,No
2018,06,09,15,Partly Cloudy,,,61.0,75.0,20.7,10.0,No
2019,13,10,14,Fair,72.0,0.0,72.0,27.0,12.0,10.0,No
2020,22,12,22,Fair,48.0,0.0,48.0,71.0,0.0,10.0,No
2019,24,09,20,Fair,74.0,0.0,74.0,50.0,0.0,10.0,No
2019,20,10,02,Fair,56.0,0.0,56.0,84.0,5.0,10.0,No
2018,18,01,06,Overcast,,,51.1,100.0,6.9,2.0,No
2018,12,02,20,Partly Cloudy,,,51.1,66.0,4.6,10.0,No
2019,07,12,14,Heavy Rain,62.0,0.12,62.0,80.0,18.0,2.0,No
2019,19,05,06,Light Rain,50.0,0.19,50.0,83.0,0.0,8.0,No
2017,19,09,04,Clear,,,55.9,80.0,,10.0,No
2017,06,08,02,Partly Cloudy,,,61.0,87.0,11.5,10.0,No
2018,15,03,22,Light Rain,,0.0,54.0,77.0,9.2,9.0,No
2020,22,03,18,Mostly Cloudy,61.0,0.0,61.0,62.0,7.0,10.0,No
2017,07,02,16,Overcast,,,59.0,87.0,10.4,9.0,No
2018,12,05,18,Partly Cloudy,,,61.0,72.0,13.8,10.0,No
2018,19,12,23,Clear,,,51.1,89.0,3.5,10.0,No
2019,28,07,08,Fair,64.0,0.0,64.0,67.0,8.0,10.0,No
2017,01,12,08,Mostly Cloudy,,,54.0,86.0,3.5,9.0,No
2019,02,09,06,Fair,62.0,0.0,62.0,84.0,14.0,10.0,No
2019,11,11,11,Mostly Cloudy,60.0,0.0,60.0,78.0,5.0,5.0,No
2016,18,04,09,Partly Cloudy,,,64.9,52.0,5.8,10.0,No
2019,13,05,18,Mostly Cloudy,57.0,0.0,57.0,72.0,17.0,10.0,No
2020,24,11,16,Fair,57.0,0.0,57.0,72.0,17.0,10.0,No
2020,13,12,07,Light Rain,53.0,0.03,53.0,89.0,8.0,3.0,No
2019,06,06,09,Mostly Cloudy / Windy,59.0,0.0,59.0,72.0,21.0,10.0,No
2018,10,12,19,Partly Cloudy,,,53.1,83.0,,10.0,No
2019,12,06,23,Partly Cloudy,58.0,0.0,58.0,90.0,13.0,10.0,No
2017,22,06,11,Clear,,,73.9,62.0,8.1,9.0,No
2019,28,09,22,Fair,59.0,0.0,59.0,55.0,13.0,10.0,No
2017,29,11,08,Clear,,,55.9,80.0,3.5,10.0,No
2017,12,01,19,Mostly Cloudy,,,48.9,80.0,5.8,10.0,No
2016,16,08,15,Partly Cloudy,,,68.0,61.0,20.7,10.0,No
2020,07,01,23,Mostly Cloudy,53.0,0.0,53.0,93.0,8.0,10.0,No
2018,29,01,07,Mostly Cloudy,,,50.0,83.0,5.8,10.0,No
2020,28,02,12,Mostly Cloudy,68.0,0.0,68.0,45.0,7.0,10.0,No
2019,22,05,06,Fair,52.0,0.0,52.0,86.0,8.0,10.0,No
2018,09,05,18,Scattered Clouds,,,62.1,62.0,28.8,10.0,No
2020,17,11,12,Light Rain / Windy,63.0,0.0,63.0,67.0,21.0,7.0,No
2016,15,07,08,Overcast,,,62.1,75.0,3.5,10.0,No
2017,19,01,02,Overcast,,,53.1,89.0,10.4,10.0,No
2019,28,08,18,Mostly Cloudy,67.0,0.0,67.0,73.0,14.0,10.0,No
2017,22,01,14,Light Rain,,0.01,53.1,77.0,5.8,7.0,No
2016,09,06,14,Overcast,,,64.9,63.0,18.4,10.0,No
2017,05,07,15,Scattered Clouds,,,66.0,60.0,23.0,10.0,No
2017,24,05,13,Mostly Cloudy,,,66.0,63.0,15.0,10.0,No
2019,18,10,19,Fair,59.0,0.0,59.0,72.0,16.0,10.0,No
2019,27,12,21,Fair,50.0,0.0,50.0,86.0,6.0,10.0,No
2020,27,01,09,Mostly Cloudy,53.0,0.0,53.0,86.0,5.0,8.0,No
2016,08,11,17,Scattered Clouds,,,68.0,65.0,9.2,10.0,No
2018,26,02,08,Overcast,,0.02,48.9,83.0,8.1,8.0,No
2017,10,03,15,Scattered Clouds,,,66.0,73.0,8.1,10.0,No
2019,04,03,06,Overcast,,,50.0,83.0,5.8,10.0,No
2017,27,04,02,Mostly Cloudy,,,54.0,86.0,21.9,10.0,No
2016,03,11,19,Scattered Clouds,,,62.1,65.0,4.6,10.0,No
2018,28,02,14,Mostly Cloudy,,,54.0,69.0,10.4,10.0,No
2017,14,04,02,Clear,,,52.0,59.0,11.5,10.0,No
2019,15,09,19,Mostly Cloudy,68.0,0.0,68.0,81.0,18.0,10.0,No
2020,13,05,12,Cloudy,65.0,0.0,65.0,61.0,3.0,10.0,No
2018,03,06,22,Partly Cloudy,,,59.0,67.0,15.0,10.0,No
2020,20,06,10,Partly Cloudy,64.0,0.0,64.0,67.0,5.0,10.0,No
2018,05,01,14,Overcast,,,55.9,100.0,12.7,2.0,No
2020,24,04,15,Fair,72.0,0.0,72.0,40.0,20.0,10.0,No
2020,09,04,16,Mostly Cloudy,62.0,0.0,62.0,65.0,3.0,10.0,No
2019,20,03,16,Mostly Cloudy,,,57.9,58.0,11.5,10.0,No
2017,12,05,17,Partly Cloudy,,,61.0,52.0,28.8,10.0,No
2018,05,01,05,Mostly Cloudy,,,57.0,89.0,4.6,10.0,No
2017,29,12,23,Shallow Fog,,,46.9,93.0,5.8,7.0,No
2017,30,06,15,Scattered Clouds,,,64.0,60.0,23.0,10.0,No
2017,24,11,09,Mostly Cloudy,,,59.0,93.0,,10.0,No
2016,10,10,12,Partly Cloudy,,,64.9,68.0,15.0,10.0,No
2018,27,04,09,Mostly Cloudy,,,61.0,62.0,6.9,10.0,No
2019,02,09,14,Fair,71.0,0.0,71.0,63.0,17.0,10.0,No
2019,25,04,05,Fair,54.0,0.0,54.0,86.0,3.0,9.0,No
2016,21,05,23,Mostly Cloudy,,,55.0,74.0,9.2,10.0,No
2020,03,01,18,Mostly Cloudy,53.0,0.0,53.0,74.0,5.0,7.0,No
2019,24,07,02,Fair,58.0,0.0,58.0,84.0,12.0,10.0,No
2016,29,11,17,Clear,,,55.0,67.0,5.8,10.0,No
2017,16,11,02,Heavy Rain,,0.28,59.0,100.0,12.7,4.0,No
2016,30,12,05,Partly Cloudy,41.3,,43.0,93.0,3.5,10.0,No
2020,29,01,10,Mostly Cloudy,55.0,0.0,55.0,77.0,6.0,8.0,No
2020,30,10,15,Fair,62.0,0.0,62.0,62.0,15.0,10.0,No
2019,13,02,03,Light Rain,,0.01,53.1,66.0,28.8,10.0,No
2019,25,01,16,Partly Cloudy,,,57.9,58.0,5.8,10.0,No
2017,23,08,15,Partly Cloudy,,,69.1,65.0,20.7,9.0,No
2019,02,01,08,Clear,41.3,,43.0,71.0,3.5,10.0,No
2020,23,12,21,Partly Cloudy,51.0,0.0,51.0,63.0,3.0,10.0,No
2020,17,02,17,Mostly Cloudy,61.0,0.0,61.0,58.0,5.0,10.0,No
2019,02,08,05,Cloudy,61.0,0.0,61.0,83.0,13.0,10.0,No
2017,05,04,15,Mostly Cloudy,,,66.9,28.0,15.0,10.0,No
2020,05,11,21,Fair,62.0,0.0,62.0,78.0,5.0,10.0,No
2019,13,10,21,Fair,55.0,0.0,55.0,86.0,8.0,10.0,No
2018,08,01,18,Rain,,0.09,57.9,97.0,,5.0,No
2020,01,12,06,Fair,42.0,0.0,42.0,85.0,0.0,8.0,No
2019,17,02,11,Scattered Clouds,,,52.0,54.0,24.2,10.0,No
2018,28,06,18,Partly Cloudy,,,70.0,47.0,19.6,10.0,No
2020,17,10,05,Fair,61.0,0.0,61.0,62.0,0.0,10.0,No
2020,04,04,18,Rain,57.0,0.03,57.0,87.0,12.0,2.0,No
2017,24,09,23,Clear,,,59.0,81.0,,10.0,No
2019,01,10,07,Fair,54.0,0.0,54.0,75.0,6.0,10.0,No
2017,25,12,20,Mostly Cloudy,,,48.9,74.0,,10.0,No
2019,18,10,22,Fair,56.0,0.0,56.0,80.0,5.0,10.0,No
2020,10,12,16,Fair / Windy,54.0,0.0,54.0,69.0,21.0,10.0,No
2017,31,10,12,Clear,,,61.0,64.0,6.9,10.0,No
2018,03,11,15,Mostly Cloudy,,,78.1,32.0,12.7,10.0,No
2016,19,12,13,Scattered Clouds,,,53.1,43.0,4.6,10.0,No
2018,01,08,10,Mostly Cloudy,,,62.1,70.0,13.8,10.0,No
2016,01,09,05,Overcast,,,62.1,86.0,5.8,10.0,No
2018,30,10,09,Partly Cloudy,,,62.1,52.0,8.1,10.0,No
2019,08,11,11,Haze,58.0,0.0,58.0,78.0,6.0,1.0,No
2020,14,12,22,Partly Cloudy,46.0,0.0,46.0,79.0,3.0,10.0,No
2017,22,08,09,Partly Cloudy,,,66.0,70.0,11.5,10.0,No
2020,25,01,02,Fog,55.0,0.0,55.0,93.0,5.0,2.0,No
2017,19,01,23,Light Rain,,0.0,52.0,77.0,12.7,10.0,No
2020,04,03,23,Fair,54.0,0.0,54.0,86.0,8.0,10.0,No
2016,30,11,14,Overcast,,0.04,53.1,86.0,4.6,10.0,No
2016,12,05,18,Scattered Clouds,,,59.0,81.0,24.2,10.0,No
2018,21,05,22,Overcast,,,55.9,75.0,11.5,10.0,No
2017,05,01,09,Partly Cloudy,,,48.9,50.0,13.8,10.0,No
2019,07,09,20,Partly Cloudy,64.0,0.0,64.0,78.0,18.0,10.0,No
2019,11,03,16,Partly Cloudy,,,61.0,58.0,18.4,10.0,No
2017,02,07,03,Mostly Cloudy,,,55.0,80.0,8.1,10.0,No
2020,21,07,11,Mostly Cloudy,67.0,0.0,67.0,63.0,12.0,10.0,No
2019,04,11,14,Fair,68.0,0.0,68.0,49.0,10.0,10.0,No
2016,08,09,16,Partly Cloudy,,,69.1,58.0,17.3,10.0,No
2018,03,02,15,Partly Cloudy,,,70.0,49.0,9.2,10.0,No
2020,14,03,14,Light Rain,52.0,0.07,52.0,83.0,6.0,9.0,No
2020,19,02,16,Partly Cloudy,63.0,0.0,63.0,56.0,9.0,10.0,No
2016,11,08,09,Overcast,,,62.1,80.0,3.5,9.0,No
2017,30,05,17,Mostly Cloudy,,,60.1,72.0,18.4,10.0,No
2020,08,04,23,Partly Cloudy,53.0,0.0,53.0,77.0,0.0,10.0,No
2016,07,12,09,Overcast,41.0,,46.0,71.0,10.4,10.0,No
2017,21,02,18,Light Rain,,0.02,52.0,86.0,10.4,10.0,No
2016,14,10,12,Light Rain,,,64.9,97.0,11.5,1.8,No
2019,04,04,18,Mostly Cloudy,59.0,0.0,59.0,64.0,8.0,10.0,No
2018,09,02,18,Mostly Cloudy,,,62.1,65.0,10.4,10.0,No
2017,29,09,17,Mostly Cloudy,,,63.0,84.0,16.1,10.0,No
2019,29,04,15,Fair,67.0,0.0,67.0,54.0,14.0,10.0,No
2020,27,06,00,Fair,58.0,0.0,58.0,90.0,9.0,10.0,No
2018,05,06,08,Partly Cloudy,,,57.0,67.0,19.6,10.0,No
2020,12,04,09,Cloudy,57.0,0.0,57.0,72.0,3.0,6.0,No
2019,08,03,12,Mostly Cloudy,,,54.0,53.0,13.8,10.0,No
2020,14,03,20,Mostly Cloudy,50.0,0.0,50.0,83.0,6.0,10.0,No
2017,02,08,08,Scattered Clouds,,,64.9,68.0,6.9,10.0,No
2016,22,12,15,Partly Cloudy,,,55.9,67.0,6.9,10.0,No
2017,06,12,15,Partly Cloudy,,,64.0,26.0,12.7,10.0,No
2019,20,09,03,Fair,60.0,0.0,60.0,67.0,3.0,10.0,No
2020,03,11,23,Mostly Cloudy,54.0,0.0,54.0,86.0,0.0,10.0,No
2020,15,03,09,Light Rain,51.0,0.0,51.0,77.0,10.0,7.0,No
2019,18,04,16,Mostly Cloudy,80.0,0.0,80.0,43.0,10.0,10.0,No
2017,13,09,22,Partly Cloudy,,,64.9,75.0,6.9,10.0,No
2017,19,05,15,Clear,,,79.0,39.0,13.8,10.0,No
2019,09,10,14,Fair,69.0,0.0,69.0,44.0,10.0,10.0,No
2020,20,08,16,Fair / Windy,73.0,0.0,73.0,57.0,29.0,10.0,No
2020,18,06,11,Fair,70.0,0.0,70.0,68.0,6.0,10.0,No
2020,02,02,23,Fair,41.0,0.0,47.0,56.0,13.0,10.0,No
2019,06,12,18,Light Rain,61.0,0.0,61.0,70.0,18.0,10.0,No
2019,02,06,08,Partly Cloudy,58.0,0.0,58.0,78.0,0.0,10.0,No
2020,01,11,04,Fair,52.0,0.0,52.0,74.0,0.0,10.0,No
2019,24,09,16,Fair,87.0,0.0,87.0,21.0,20.0,10.0,No
2019,27,05,05,Mostly Cloudy,54.0,0.0,54.0,77.0,8.0,8.0,No
2020,06,12,15,Partly Cloudy,57.0,0.0,57.0,69.0,15.0,10.0,No
2020,14,01,13,Mostly Cloudy,56.0,0.0,56.0,55.0,13.0,10.0,No
2017,23,01,14,Mostly Cloudy,,,52.0,66.0,9.2,10.0,No
2019,19,07,23,Fair,64.0,0.0,64.0,67.0,3.0,10.0,No
2016,26,09,13,Clear,,,89.1,26.0,11.5,10.0,No
2019,14,10,10,Fair,58.0,0.0,58.0,72.0,0.0,10.0,No
2019,21,08,17,Partly Cloudy,76.0,0.0,76.0,62.0,14.0,10.0,No
2018,30,01,17,Mostly Cloudy,,,62.1,60.0,9.2,10.0,No
2020,14,03,08,Mostly Cloudy,51.0,0.0,51.0,80.0,13.0,9.0,No
2019,15,01,14,Rain,,0.08,52.0,93.0,9.2,3.0,No
2020,22,02,13,Partly Cloudy,59.0,0.0,59.0,62.0,16.0,10.0,No
2018,22,08,01,Overcast,,,63.0,81.0,8.1,8.0,No
2018,18,10,16,Partly Cloudy,,,61.0,70.0,21.9,10.0,No
2018,25,04,06,Overcast,,,51.1,89.0,6.9,7.0,No
2017,28,11,17,Mostly Cloudy,,,55.0,83.0,5.8,10.0,No
2019,06,02,23,Partly Cloudy,40.8,,44.1,73.0,5.8,10.0,No
2019,20,07,10,Partly Cloudy,67.0,0.0,67.0,63.0,5.0,10.0,No
2019,24,10,07,Fair,67.0,0.0,67.0,30.0,12.0,10.0,No
2017,12,05,12,Partly Cloudy,,,66.9,42.0,19.6,10.0,No
2016,08,06,19,Mostly Cloudy,,,62.1,72.0,24.2,10.0,No
2020,28,12,01,Light Rain,52.0,0.0,52.0,69.0,7.0,10.0,No
2020,19,05,15,Fair,67.0,0.0,67.0,57.0,20.0,10.0,No
2019,12,11,11,Mostly Cloudy,64.0,0.0,64.0,67.0,5.0,10.0,No
2019,09,11,15,Fair,58.0,0.0,58.0,72.0,18.0,10.0,No
2020,13,11,14,Cloudy,62.0,0.0,62.0,70.0,17.0,10.0,No
2020,03,03,23,Fair,52.0,0.0,52.0,80.0,7.0,10.0,No
2018,11,04,16,Mostly Cloudy,,,60.1,62.0,12.7,10.0,No
2020,04,01,23,Fair,51.0,0.0,51.0,77.0,9.0,10.0,No
2018,08,04,02,Partly Cloudy,,,54.0,90.0,6.9,10.0,No
2019,06,01,16,Light Rain,,,57.0,83.0,27.6,1.5,No
2018,17,10,01,Partly Cloudy,,,51.1,92.0,4.6,8.0,No
2020,14,03,06,Mostly Cloudy,54.0,0.0,54.0,69.0,14.0,10.0,No
2017,29,08,20,Partly Cloudy,,,60.1,90.0,12.7,10.0,No
2018,13,01,02,Shallow Fog,,,45.0,100.0,,8.0,No
2017,03,12,04,Partly Cloudy,,,51.1,74.0,11.5,10.0,No
2016,14,04,03,Light Rain,,0.0,55.9,75.0,13.8,10.0,No
2019,31,12,14,Mostly Cloudy,60.0,0.0,60.0,49.0,0.0,10.0,No
2020,13,01,01,Cloudy,50.0,0.01,50.0,83.0,8.0,4.0,No
2017,24,08,16,Scattered Clouds,,,64.9,75.0,11.5,10.0,No
2018,22,06,23,Clear,,,62.1,62.0,9.2,10.0,No
2020,17,12,19,Fair,52.0,0.0,52.0,74.0,13.0,10.0,No
2019,11,12,15,Cloudy,58.0,0.0,58.0,84.0,5.0,6.0,No
2017,12,10,19,Scattered Clouds,,,55.9,77.0,5.8,10.0,No
2019,16,04,18,Cloudy / Windy,59.0,0.0,59.0,62.0,22.0,9.0,No
2016,20,05,17,Scattered Clouds,,,60.1,60.0,21.9,10.0,No
2020,17,09,15,Fair,73.0,0.0,73.0,66.0,15.0,10.0,No
2019,27,03,22,Scattered Clouds,,,55.9,69.0,9.2,10.0,No
2017,12,07,07,Partly Cloudy,,,60.1,75.0,6.9,10.0,No
2017,16,10,16,Partly Cloudy,,,77.0,28.0,,10.0,No
2020,29,05,19,Mostly Cloudy,64.0,0.0,64.0,65.0,14.0,10.0,No
2020,19,04,20,Mostly Cloudy,55.0,0.0,55.0,69.0,13.0,10.0,No
2019,19,12,19,Cloudy,57.0,0.0,57.0,77.0,0.0,10.0,No
2020,22,05,07,Fair,59.0,0.0,59.0,69.0,0.0,10.0,No
2018,10,10,09,Mostly Cloudy,,,62.1,70.0,4.6,10.0,No
2017,22,08,15,Scattered Clouds,,,70.0,61.0,26.5,10.0,No
2019,22,03,13,Overcast,,0.0,55.0,83.0,6.9,9.0,No
2020,03,03,11,Fair,65.0,0.0,65.0,45.0,9.0,10.0,No
2019,25,02,09,Overcast,,,54.0,66.0,8.1,10.0,No
2016,29,03,13,Partly Cloudy,,,61.0,41.0,10.4,10.0,No
2020,18,05,10,Partly Cloudy,61.0,0.0,61.0,64.0,13.0,10.0,No
2018,11,04,18,Light Rain,,0.0,55.9,80.0,19.6,4.0,No
2016,18,05,18,Partly Cloudy,,,62.1,75.0,19.6,10.0,No
2020,23,12,22,Mostly Cloudy,50.0,0.0,50.0,46.0,0.0,10.0,No
2018,24,11,13,Mostly Cloudy,,,59.0,72.0,13.8,10.0,No
2018,16,05,09,Mostly Cloudy,,,60.1,64.0,10.4,10.0,No
2016,13,12,06,Mostly Cloudy,,,51.1,77.0,4.6,10.0,No
2018,12,07,08,Overcast,,,61.0,83.0,3.5,10.0,No
2020,08,10,10,Cloudy,64.0,0.0,64.0,67.0,7.0,10.0,No
2019,27,08,21,Fair,63.0,0.0,63.0,78.0,10.0,10.0,No
2019,14,05,09,Cloudy,60.0,0.0,60.0,64.0,6.0,10.0,No
2020,01,06,15,Partly Cloudy,69.0,0.0,69.0,53.0,20.0,10.0,No
2018,15,05,14,Partly Cloudy,,,64.0,58.0,17.3,10.0,No
2020,01,05,13,Fair / Windy,67.0,0.0,67.0,28.0,24.0,10.0,No
2020,13,12,16,Cloudy,59.0,0.04,59.0,83.0,12.0,5.0,No
2019,05,11,08,Fog,52.0,0.0,52.0,100.0,0.0,0.25,No
2018,13,08,18,Mostly Cloudy,,,63.0,78.0,13.8,10.0,No
2019,30,10,09,Fair,59.0,0.0,59.0,14.0,8.0,10.0,No
2018,25,10,05,Overcast,,,57.9,93.0,,9.0,No
2017,11,04,14,Mostly Cloudy,,,64.9,47.0,21.9,10.0,No
2020,23,10,17,Fair,68.0,0.0,68.0,59.0,13.0,10.0,No
2020,13,05,19,Mostly Cloudy,60.0,0.0,60.0,72.0,8.0,10.0,No
2019,12,09,20,Fair,73.0,0.0,73.0,44.0,12.0,10.0,No
2017,14,08,01,Overcast,,,61.0,97.0,12.7,10.0,No
2019,27,10,19,Fair / Windy,65.0,0.0,65.0,36.0,22.0,10.0,No
2018,15,11,15,Haze,,,60.8,55.0,8.1,1.0,No
2017,20,12,11,Partly Cloudy,,,53.1,55.0,17.3,10.0,No
2017,16,08,16,Partly Cloudy,,,75.0,48.0,15.0,10.0,No
2016,05,05,18,Mostly Cloudy,,,64.9,65.0,10.4,10.0,No
2019,09,01,09,Overcast,,,57.9,84.0,12.7,10.0,No
2017,20,07,14,Partly Cloudy,,,66.9,59.0,19.6,10.0,No
2016,27,07,15,Partly Cloudy,,,68.0,55.0,21.9,10.0,No
2018,26,02,04,Mostly Cloudy,,,51.1,77.0,8.1,10.0,No
2017,09,03,20,Mostly Cloudy,,,59.0,90.0,9.2,10.0,No
2020,01,01,22,Mostly Cloudy,51.0,0.0,51.0,89.0,0.0,5.0,No
2019,23,02,20,Mostly Cloudy,,,50.0,77.0,5.8,10.0,No
2018,01,08,11,Mostly Cloudy,,,62.1,70.0,13.8,10.0,No
2018,14,08,15,Overcast,,,64.0,73.0,16.1,10.0,No
2019,20,11,17,Fair,64.0,0.0,64.0,30.0,7.0,10.0,No
2020,30,10,20,Fair,56.0,0.0,56.0,77.0,13.0,10.0,No
2019,19,10,20,Cloudy,59.0,0.0,59.0,83.0,6.0,10.0,No
2019,19,08,13,Partly Cloudy,70.0,0.0,70.0,61.0,9.0,10.0,No
2016,20,11,12,Overcast,,0.0,57.9,90.0,8.1,10.0,No
2020,05,01,19,Fair,53.0,0.0,53.0,80.0,13.0,10.0,No
2019,13,05,18,Mostly Cloudy / Windy,62.0,0.0,62.0,62.0,21.0,10.0,No
2017,29,10,02,Overcast,,,55.0,96.0,,8.0,No
2016,11,08,19,Partly Cloudy,,,61.0,83.0,13.8,10.0,No
2020,14,12,11,Fair,55.0,0.0,55.0,64.0,3.0,10.0,No
2019,02,07,15,Partly Cloudy,67.0,0.0,67.0,61.0,14.0,10.0,No
2020,09,03,07,Mostly Cloudy,50.0,0.0,50.0,74.0,0.0,10.0,No
2019,06,02,18,Scattered Clouds,,,48.9,61.0,8.1,10.0,No
2017,16,06,09,Partly Cloudy,,,68.0,68.0,5.8,10.0,No
2016,07,09,10,Partly Cloudy,,,71.1,70.0,4.6,9.0,No
2020,07,02,17,Fair,55.0,0.0,55.0,80.0,7.0,10.0,No
2020,15,01,15,Cloudy,52.0,0.0,52.0,59.0,3.0,10.0,No
2016,28,03,07,Partly Cloudy,,,48.9,74.0,18.4,10.0,No
2019,26,09,18,Fair,72.0,0.0,72.0,61.0,16.0,10.0,No
2019,15,12,18,Partly Cloudy,52.0,0.0,52.0,71.0,9.0,10.0,No
2020,05,05,10,Fair,63.0,0.0,63.0,67.0,7.0,10.0,No
2017,04,04,05,Mostly Cloudy,,,51.1,80.0,6.9,10.0,No
2016,24,06,12,Partly Cloudy,,,70.0,49.0,16.1,10.0,No
2018,09,10,14,Mostly Cloudy,,,68.0,65.0,12.7,10.0,No
2019,04,02,02,Light Rain,,0.11,50.0,83.0,16.1,4.0,No
2020,26,01,07,Cloudy,56.0,0.01,56.0,90.0,9.0,8.0,No
2019,10,01,19,Clear,,,57.0,72.0,,9.0,No
2020,12,11,16,Partly Cloudy,61.0,0.0,61.0,54.0,8.0,10.0,No
2019,20,08,18,Partly Cloudy,66.0,0.0,66.0,70.0,20.0,10.0,No
2017,02,02,01,Light Rain,,0.03,52.0,86.0,12.7,6.0,No
2017,11,10,12,Haze,,,62.1,52.0,11.5,2.5,No
2016,22,12,21,Scattered Clouds,,,46.9,83.0,4.6,10.0,No
2019,30,12,17,Fair,53.0,0.0,53.0,77.0,8.0,10.0,No
2018,22,03,15,Partly Cloudy,,,57.0,57.0,28.8,10.0,No
2016,23,06,11,Partly Cloudy,,,64.0,58.0,16.1,10.0,No
2020,12,02,08,Fair,55.0,0.0,55.0,59.0,5.0,10.0,No
2019,15,02,09,Mostly Cloudy,,,53.1,69.0,13.8,10.0,No
2019,08,10,18,Mostly Cloudy,67.0,0.0,67.0,61.0,10.0,10.0,No
2018,06,09,20,Partly Cloudy,,,59.0,87.0,12.7,10.0,No
2020,04,03,12,Partly Cloudy,70.0,0.0,70.0,36.0,5.0,10.0,No
2020,31,05,14,Cloudy,66.0,0.0,66.0,60.0,15.0,10.0,No
2018,27,09,15,Mostly Cloudy,,,63.0,67.0,18.4,10.0,No
2019,07,10,13,Fair,73.0,0.0,73.0,55.0,5.0,10.0,No
2016,16,09,16,Partly Cloudy,,,64.0,65.0,21.9,10.0,No
2017,20,12,17,Partly Cloudy,,,51.1,63.0,16.1,10.0,No
2016,04,08,17,Mostly Cloudy,,,62.1,78.0,13.8,10.0,No
2019,20,09,13,Fair,78.0,0.0,78.0,39.0,5.0,10.0,No
2016,26,05,13,Partly Cloudy,,,68.0,56.0,6.9,10.0,No
2020,17,01,07,Mostly Cloudy,38.0,0.0,41.0,89.0,5.0,10.0,No
2016,12,07,08,Partly Cloudy,,,60.1,69.0,6.9,10.0,No
2017,07,04,15,Mostly Cloudy,,0.0,64.0,75.0,16.1,10.0,No
2016,16,11,09,Partly Cloudy,,,59.0,48.0,12.7,10.0,No
2018,06,11,07,Partly Cloudy,44.8,,46.0,86.0,3.5,10.0,No
2016,11,09,16,Mostly Cloudy,,,66.0,70.0,17.3,10.0,No
2019,07,04,21,Cloudy,58.0,0.0,58.0,87.0,9.0,10.0,No
2019,09,03,09,Light Rain,,0.12,48.0,80.0,15.0,3.0,No
2016,14,10,10,Light Rain,,,64.4,94.0,15.0,1.5,No
2019,15,10,12,Fair,58.0,0.0,58.0,72.0,8.0,9.0,No
2019,05,10,16,Fair,78.0,0.0,78.0,32.0,9.0,10.0,No
2018,08,05,06,Mostly Cloudy,,,54.0,80.0,6.9,10.0,No
2020,05,04,09,Light Rain,50.0,0.15,50.0,89.0,8.0,3.0,No
2019,05,02,07,Partly Cloudy,37.7,,42.1,73.0,6.9,10.0,No
2019,10,07,23,Fair,61.0,0.0,61.0,81.0,14.0,10.0,No
2018,03,07,15,Partly Cloudy,,,73.9,45.0,17.3,10.0,No
2018,15,06,11,Partly Cloudy,,,64.0,58.0,19.6,10.0,No
2020,29,01,05,Mostly Cloudy,41.0,0.0,44.0,89.0,6.0,10.0,No
