,target,text
1157,ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
1158,ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
1159,ham,Hey! There's veggie pizza... :/
1160,ham,Yun buying... But school got offer 2000 plus only...
1161,ham,You sure your neighbors didnt pick it up
1162,ham,K. I will sent it again
1163,spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1164,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
1165,ham,Well. Im computerless. Time to make some oreo truffles
1166,ham,"Haha yeah I see that now, be there in a sec"
1167,ham,I am not having her number sir
1168,ham,Lol now I'm after that hot air balloon!
1169,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
1170,ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
1171,ham,"Yeah, we can probably swing by once my roommate finishes up with his girl"
1172,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1173,ham,Happy new years melody!
1174,ham,Ü dun need to pick ur gf?
1175,ham,Yay! You better not have told that to 5 other girls either.
1176,ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
1177,ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
1178,ham,Just nw i came to hme da..
1179,ham,"I'm outside islands, head towards hard rock and you'll run into me"
1180,ham,To day class is there are no class.
1181,ham,I'm in chennai velachery:)
1182,ham,You flippin your shit yet?
1183,ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
1184,ham,Am i that much bad to avoid like this?
1185,ham,"Yo, you around? Just got my car back"
1186,ham,Annoying isn't it.
1187,ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
1188,ham,There's no point hangin on to mr not right if he's not makin u happy
1189,ham,All will come alive.better correct any good looking figure there itself..
1190,ham,In that case I guess I'll see you at campus lodge
1191,ham,We're done...
1192,ham,Come to my home for one last time i wont do anything. Trust me.
1193,ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
1194,spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
1195,ham,Ok... C ya...
1196,spam,You have 1 new voicemail. Please call 08719181503
1197,ham,What he said is not the matter. My mind saying some other matter is there.
1198,ham,He also knows about lunch menu only da. . I know
1199,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
1200,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
1201,ham,Otherwise had part time job na-tuition..
1202,ham,I know she called me
1203,ham,"Me also da, i feel yesterday night  wait til 2day night dear."
1204,ham,Thanks for understanding. I've been trying to tell sura that.
1205,spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
1206,ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
1207,spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
1208,ham,I need you to be in my strong arms...
1209,ham,Also maaaan are you missing out
1210,ham,His bday real is in april .
1211,ham,Guessin you ain't gonna be here before 9?
1212,ham,Ok then i will come to ur home after half an hour
1213,ham,"Yo, the game almost over? Want to go to walmart soon"
1214,ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
1215,ham,I'll text now! All creepy like so he won't think that we forgot
1216,ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
1217,spam,You have 1 new voicemail. Please call 08719181513.
1218,ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
1219,ham,K..k..i'm also fine:)when will you complete the course?
1220,ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
1221,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1222,ham,Prakesh is there know.
1223,ham,Teach me apps da. When you come to college.
1224,ham,Rofl betta invest in some  anti aging products
1225,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
1226,ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
1227,spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
1228,ham,So ü'll be submitting da project tmr rite?
1229,spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
1230,ham,Jus ans me lar. U'll noe later.
1231,ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
1232,ham,have got * few things to do. may be in * pub later.
1233,ham,1's finish meeting call me.
1234,ham,Lol ok. I'll snatch her purse too.
1235,ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
1236,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1237,ham,How much are we getting?
1238,ham,Is ur paper in e morn or aft tmr?
1239,ham,"Dear relieved of westonzoyland, all going to plan this end too!"
1240,ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
1241,ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
1242,ham,"I want to show you the world, princess :) how about europe?"
1243,ham,Nobody can decide where to eat and dad wants Chinese
1244,ham,No shoot me. I'm in the docs waiting room. :/
1245,ham,Now? I'm going out 4 dinner soon..
1246,ham,Hello which the site to download songs its urgent pls
1247,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
1248,ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
1249,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
1250,ham,"I call you later, don't have network. If urgnt, sms me."
1251,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
1252,spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
1253,ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
1254,ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
1255,ham,What your plan for pongal?
1256,ham,Just wait till end of march when el nino gets himself. Oh.
1257,ham,"Not yet chikku..going to room nw, i'm in bus.."
1258,ham,Am also doing in cbe only. But have to pay.
1259,ham,Honey boo I'm missing u.
1260,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
1261,ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
1262,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
1263,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
1264,ham,Ok. No wahala. Just remember that a friend in need ...
1265,ham,I will see in half an hour
1266,ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
1267,ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."
1268,ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
1269,spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
1270,ham,"Tee hee. Off to lecture, cheery bye bye."
1271,ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
1272,ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
1273,ham,Ok...
1274,spam,network operator. The service is free. For T & C's visit 80488.biz
1275,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
1276,ham,Wot u up 2 u weirdo?
1277,ham,Can do lor...
1278,ham,Dont put your phone on silent mode ok
1279,ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
1280,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
1281,ham,Oh ho. Is this the first time u use these type of words
1282,ham,Am I the only one who doesn't stalk profiles?
1283,ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
1284,ham,Yes i thought so. Thanks.
1285,ham,But if she.s drinkin i'm ok.
1286,ham,"Just wondering, the others just took off"
1287,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
1288,ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
1289,ham,Happy new year to u too!
1290,ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
1291,ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... 
1292,ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
1293,ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
1294,ham,Happy birthday... May all ur dreams come true...
1295,ham,Aiyah u did ok already lar. E nydc at wheellock?
1296,ham,TELL HER I SAID EAT SHIT.
1297,ham,Sure! I am driving but will reach my destination soon.
1298,ham,"K so am I, how much for an 8th? Fifty?"
1299,ham,Your daily text from me – a favour this time
1300,ham,Great to hear you are settling well. So what's happenin wit ola?
1301,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1302,ham,I tot u reach liao. He said t-shirt.
1303,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
1304,ham,I cant pick the phone right now. Pls send a message
1305,ham,Your right! I'll make the appointment right now.
1306,ham,Designation is software developer and may be she get chennai:)
1307,spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
1308,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
